precipitation_hours,sunshine_duration,wind_speed_10m_max,et0_fao_evapotranspiration,prediction,residual
24,32735.58,15.2,3.27,2.92,0.35
23,27940.96,15.3,3.12,2.92,0.2
12,23042.97,16.9,2.57,2.92,-0.35
23,26999.02,13.5,3.14,2.93,0.21
24,31812.49,15.9,2.61,2.93,-0.32
23,27024.41,13.5,3.15,2.93,0.22
24,29063.8,20.2,2.78,2.93,-0.15
3,10397.42,7.4,2.3,2.93,-0.63
20,26376.45,22.9,2.29,2.93,-0.64
24,31721.92,15.6,3.15,2.93,0.22
16,23965.42,20.3,3.37,2.93,0.44
7,18000.0,10.6,2.58,2.93,-0.35
17,21600.0,21.4,2.85,2.93,-0.08
15,22406.02,20.0,3.42,2.94,0.48
18,25882.59,18.4,3.18,2.94,0.24
16,23673.4,15.5,3.19,2.94,0.25
16,24053.38,15.6,3.3,2.94,0.36
18,26396.57,18.7,2.75,2.94,-0.19
20,22319.37,24.9,3.49,2.94,0.55
13,22835.59,5.4,3.11,2.94,0.17
16,22255.14,16.1,2.64,2.94,-0.3
15,21684.34,23.0,2.35,2.94,-0.59
13,23467.0,6.5,2.77,2.94,-0.17
13,21600.0,5.9,2.24,2.94,-0.7
23,25370.33,22.9,3.02,2.94,0.08
23,26408.15,21.0,2.99,2.94,0.05
23,25454.04,22.9,2.97,2.94,0.03
15,23620.29,16.1,2.87,2.94,-0.07
13,24249.49,5.4,2.26,2.94,-0.68
7,17149.36,6.5,2.77,2.94,-0.17
15,21678.57,14.0,3.11,2.94,0.17
12,23693.66,17.9,2.68,2.94,-0.26
15,21773.68,17.8,2.84,2.94,-0.1
11,24234.23,19.4,2.65,2.94,-0.29
23,27393.87,16.3,2.55,2.95,-0.4
18,26425.12,15.6,2.99,2.95,0.04
7,19103.42,20.2,2.68,2.95,-0.27
15,22497.38,13.5,2.87,2.95,-0.08
16,23971.97,9.1,3.13,2.95,0.18
17,24152.57,7.3,3.44,2.95,0.49
16,24071.82,9.0,2.49,2.95,-0.46
18,24440.0,9.2,2.88,2.95,-0.07
16,21769.85,8.8,3.38,2.95,0.43
18,25200.0,15.2,2.79,2.96,-0.17
24,31025.83,18.5,2.93,2.96,-0.03
24,30516.79,18.7,2.56,2.96,-0.4
18,25200.0,15.2,2.78,2.96,-0.18
17,28001.3,4.3,2.66,2.96,-0.3
5,8579.16,18.6,1.64,2.96,-1.32
18,24609.78,21.1,2.16,2.96,-0.8
18,25763.36,20.9,2.88,2.96,-0.08
20,25764.76,20.7,3.7,2.96,0.74
18,25814.77,20.9,2.8,2.96,-0.16
1,7581.25,7.3,2.69,2.96,-0.27
18,25903.62,10.8,2.58,2.96,-0.38
12,24088.14,16.3,3.01,2.96,0.05
18,21527.49,10.2,3.06,2.96,0.1
18,25330.39,15.3,3.15,2.96,0.19
24,31302.24,10.4,2.82,2.96,-0.14
24,30189.65,9.7,3.13,2.96,0.17
23,29855.27,8.1,2.53,2.96,-0.43
12,23257.1,7.7,3.33,2.97,0.36
24,31383.89,19.7,3.22,2.97,0.25
24,30472.65,19.7,2.76,2.97,-0.21
6,18649.03,9.4,2.55,2.97,-0.42
13,23795.61,7.7,3.22,2.97,0.25
12,21405.49,4.7,2.79,2.97,-0.18
12,22712.9,5.9,2.51,2.97,-0.46
15,23923.48,12.8,2.99,2.97,0.02
12,22706.57,7.1,2.66,2.97,-0.31
4,12622.52,15.0,2.77,2.97,-0.2
24,31608.28,19.8,2.69,2.97,-0.28
12,23428.23,6.2,2.88,2.97,-0.09
12,22300.25,5.2,3.06,2.97,0.09
12,23277.62,8.0,2.72,2.97,-0.25
12,23919.11,8.1,3.03,2.97,0.06
12,22693.22,7.3,3.04,2.97,0.07
12,22319.39,4.7,3.24,2.97,0.27
15,24213.46,12.7,2.95,2.97,-0.02
17,26281.3,14.5,2.78,2.97,-0.19
19,27175.46,16.5,2.52,2.98,-0.46
24,30465.07,24.1,2.68,2.98,-0.3
22,28230.76,15.5,3.5,2.98,0.52
17,24758.87,13.2,2.81,2.98,-0.17
22,26945.21,16.3,2.76,2.98,-0.22
14,24166.49,16.3,2.62,2.98,-0.36
22,26530.12,15.5,2.78,2.98,-0.2
24,32723.51,16.6,3.05,2.98,0.07
19,27254.62,16.5,2.56,2.98,-0.42
19,28537.08,16.1,2.64,2.98,-0.34
12,21567.26,13.9,2.4,2.98,-0.58
22,17628.32,28.8,3.01,2.98,0.03
24,30099.08,23.6,3.81,2.98,0.83
10,23384.99,19.0,3.32,2.98,0.34
7,16248.61,17.6,3.23,2.98,0.25
10,21224.55,19.2,2.39,2.98,-0.59
19,28333.65,16.1,3.23,2.98,0.25
11,21232.78,8.7,2.53,2.98,-0.45
13,23612.88,8.6,3.15,2.99,0.16
13,21826.18,9.2,2.66,2.99,-0.33
11,24098.69,8.1,3.4,2.99,0.41
17,21286.31,11.4,2.48,2.99,-0.51
11,23299.18,4.2,3.28,2.99,0.29
11,21722.31,7.2,2.63,2.99,-0.36
14,23848.0,17.3,3.18,2.99,0.19
16,27166.18,5.9,3.06,2.99,0.07
22,26626.81,14.8,3.67,2.99,0.68
11,23040.88,8.3,2.64,2.99,-0.35
11,23405.65,6.8,2.68,2.99,-0.31
11,23439.02,6.2,2.96,2.99,-0.03
14,21642.35,17.4,2.63,2.99,-0.36
6,20393.52,23.5,2.61,2.99,-0.38
7,16501.77,18.4,3.05,2.99,0.06
12,21975.91,15.4,3.76,2.99,0.77
22,26542.55,13.2,2.5,2.99,-0.49
22,27260.84,15.0,2.6,2.99,-0.39
17,22641.97,11.5,3.73,2.99,0.74
20,27274.68,16.5,3.12,3.0,0.12
13,21161.39,17.7,2.89,3.0,-0.11
20,27313.49,16.5,3.06,3.0,0.06
24,33631.51,18.0,3.28,3.0,0.28
12,24049.15,13.0,3.33,3.0,0.33
12,21784.16,11.3,2.78,3.0,-0.22
21,16841.52,27.9,3.27,3.0,0.27
12,23248.26,16.0,3.34,3.0,0.34
13,21382.62,18.8,3.2,3.0,0.2
3,7677.8,11.9,2.32,3.0,-0.68
14,23696.01,14.4,3.11,3.0,0.11
6,19599.29,12.1,2.54,3.0,-0.46
23,30371.38,14.9,2.82,3.0,-0.18
23,27724.75,17.8,2.97,3.0,-0.03
20,28264.26,15.8,2.79,3.0,-0.21
12,22314.5,12.1,3.18,3.0,0.18
17,25022.27,18.8,2.92,3.0,-0.08
17,25884.0,18.6,3.33,3.0,0.33
17,26286.29,16.6,3.17,3.01,0.16
19,27640.65,14.3,3.03,3.01,0.02
15,21511.38,12.0,3.19,3.01,0.18
24,33072.72,16.6,3.33,3.01,0.32
23,30523.36,15.1,2.89,3.01,-0.12
23,31235.12,15.5,3.39,3.01,0.38
17,24943.5,17.3,3.17,3.01,0.16
17,24939.92,17.3,3.13,3.01,0.12
19,24373.06,25.9,3.21,3.01,0.2
16,5157.39,36.2,3.31,3.01,0.3
16,24303.34,18.6,2.46,3.01,-0.55
14,21946.99,18.4,2.77,3.01,-0.24
19,28559.21,14.2,2.55,3.01,-0.46
19,27559.65,14.4,3.02,3.01,0.01
22,28472.2,17.0,2.75,3.01,-0.26
17,25159.26,12.6,2.87,3.01,-0.14
24,33125.66,17.1,3.16,3.02,0.14
18,27638.68,13.2,2.64,3.02,-0.38
19,27535.53,14.6,3.03,3.02,0.01
11,21462.17,11.0,3.09,3.02,0.07
24,33903.77,20.6,3.03,3.02,0.01
23,27195.56,19.1,3.02,3.02,0.0
14,21930.73,13.4,3.22,3.02,0.2
24,33446.4,17.7,2.99,3.02,-0.03
11,22145.03,13.2,3.05,3.02,0.03
11,22477.59,12.4,3.18,3.02,0.16
11,23862.26,14.2,2.89,3.02,-0.13
11,24166.75,14.1,2.69,3.02,-0.33
6,17749.91,20.9,2.91,3.02,-0.11
15,25429.29,17.4,2.69,3.02,-0.33
18,27689.38,12.8,3.34,3.02,0.32
12,21848.33,9.7,2.62,3.02,-0.4
1,3403.83,16.2,3.22,3.02,0.2
13,23227.57,20.2,2.93,3.02,-0.09
21,26783.05,12.1,2.96,3.02,-0.06
22,27049.88,10.0,3.2,3.02,0.18
21,26970.63,10.8,3.12,3.02,0.1
24,33041.11,12.1,2.96,3.02,-0.06
11,24169.42,11.2,2.92,3.02,-0.1
5,16128.37,21.2,2.61,3.02,-0.41
4,9785.87,15.1,2.66,3.02,-0.36
11,21600.0,13.4,3.12,3.02,0.1
20,27604.12,14.8,2.52,3.03,-0.51
23,29163.47,16.4,2.67,3.03,-0.36
19,27975.44,18.2,3.03,3.03,0.0
15,24747.1,18.3,2.16,3.03,-0.87
24,33505.43,20.0,2.74,3.03,-0.29
20,29343.31,13.5,2.27,3.03,-0.76
19,26595.67,17.3,3.39,3.03,0.36
11,21646.13,10.4,3.16,3.03,0.13
13,23618.53,13.5,2.97,3.03,-0.06
18,28004.9,10.0,2.86,3.03,-0.17
6,20841.85,13.8,3.18,3.03,0.15
15,23832.95,9.7,2.88,3.03,-0.15
13,21600.0,15.7,2.88,3.03,-0.15
11,22063.36,16.1,3.37,3.03,0.34
6,16043.73,13.0,3.32,3.03,0.29
19,27490.54,18.9,2.69,3.03,-0.34
6,17269.93,13.0,2.71,3.03,-0.32
11,22482.63,15.6,3.13,3.03,0.1
6,18169.04,13.6,2.81,3.03,-0.22
20,26559.59,14.6,3.0,3.03,-0.03
11,22673.54,12.2,3.3,3.03,0.27
22,27210.73,11.9,3.11,3.03,0.08
15,21863.83,9.7,3.04,3.03,0.01
15,22144.48,10.0,3.5,3.03,0.47
16,26216.46,7.6,2.84,3.03,-0.19
13,23498.37,15.5,3.58,3.03,0.55
11,21979.08,15.9,3.55,3.03,0.52
23,28723.86,17.7,3.2,3.04,0.16
20,29690.86,14.0,3.15,3.04,0.11
15,24940.79,16.8,2.55,3.04,-0.49
14,25529.65,7.7,2.63,3.04,-0.41
23,33534.91,14.3,2.62,3.04,-0.42
18,24061.22,24.0,3.12,3.04,0.08
20,26489.15,18.1,3.04,3.04,0.0
13,21805.44,14.5,3.2,3.04,0.16
15,25986.43,17.1,3.61,3.04,0.57
3,9250.16,13.8,2.82,3.04,-0.22
14,22087.72,10.7,3.47,3.04,0.43
4,9941.21,15.7,2.71,3.04,-0.33
3,9371.3,13.7,2.25,3.04,-0.79
15,26283.55,17.0,3.29,3.04,0.25
14,24036.59,10.5,2.89,3.04,-0.15
13,22141.43,14.5,3.0,3.04,-0.04
14,21688.89,10.3,2.63,3.04,-0.41
15,25200.0,14.2,2.93,3.04,-0.11
13,23982.15,14.5,3.17,3.04,0.13
16,25128.27,15.5,2.96,3.05,-0.09
24,34813.01,21.0,3.02,3.05,-0.03
16,25436.15,15.3,2.91,3.05,-0.14
19,27045.45,19.1,3.4,3.05,0.35
16,25179.75,15.5,2.96,3.05,-0.09
15,28556.34,6.6,3.31,3.05,0.26
15,26392.48,16.3,2.55,3.05,-0.5
19,26694.09,19.2,2.8,3.05,-0.25
15,26501.64,5.0,2.75,3.05,-0.3
10,23045.02,17.9,3.13,3.05,0.08
18,21558.6,25.7,2.99,3.05,-0.06
10,22209.31,17.8,3.34,3.05,0.29
10,22166.19,12.7,2.96,3.05,-0.09
4,8572.63,17.6,2.75,3.05,-0.3
10,23786.42,7.9,3.16,3.05,0.11
10,21814.62,8.3,2.93,3.05,-0.12
10,23259.94,8.3,3.03,3.05,-0.02
10,23710.54,7.7,2.99,3.05,-0.06
15,24734.77,13.3,2.67,3.05,-0.38
16,25584.86,16.0,3.0,3.05,-0.05
13,23939.5,9.8,3.21,3.06,0.15
23,28797.4,19.6,2.68,3.06,-0.38
15,25056.62,15.3,3.17,3.06,0.11
15,26155.79,15.3,3.84,3.06,0.78
13,23936.32,9.8,3.15,3.06,0.09
24,35029.77,16.5,3.01,3.06,-0.05
22,27526.29,17.6,3.33,3.06,0.27
10,22698.47,15.8,2.5,3.06,-0.56
8,21596.3,19.6,2.3,3.06,-0.76
22,26777.97,23.6,2.86,3.06,-0.2
10,23605.7,5.2,2.65,3.06,-0.41
10,24038.41,5.2,2.67,3.06,-0.39
17,26979.37,13.2,3.45,3.06,0.39
24,34704.71,16.3,3.14,3.06,0.08
22,27023.58,23.3,3.12,3.06,0.06
15,23137.76,24.0,3.22,3.06,0.16
6,18456.1,15.6,3.22,3.06,0.16
10,21194.64,12.0,3.09,3.06,0.03
13,21581.44,9.7,3.34,3.06,0.28
10,23405.61,6.2,3.38,3.06,0.32
17,23528.7,9.6,3.13,3.06,0.07
15,24654.17,15.1,2.91,3.06,-0.15
20,29266.05,15.0,3.76,3.07,0.69
22,28252.49,19.4,3.19,3.07,0.12
23,30966.91,17.1,3.41,3.07,0.34
22,26751.79,19.4,3.1,3.07,0.03
13,25298.11,5.1,2.66,3.07,-0.41
5,21045.19,7.7,3.65,3.07,0.58
5,16199.37,8.0,2.21,3.07,-0.86
19,18407.02,32.1,2.94,3.07,-0.13
17,25254.07,22.3,3.58,3.07,0.51
13,25367.45,6.6,3.34,3.07,0.27
13,25268.1,6.6,2.73,3.07,-0.34
13,25829.68,4.6,3.07,3.07,0.0
13,25540.48,7.0,3.27,3.07,0.2
13,25537.98,4.9,3.36,3.07,0.29
6,16307.12,6.1,3.19,3.07,0.12
23,31939.49,14.0,3.25,3.07,0.18
23,32448.72,18.1,2.73,3.08,-0.35
18,27374.75,14.8,3.21,3.08,0.13
24,35110.79,17.5,3.44,3.08,0.36
18,24488.12,26.4,2.69,3.08,-0.39
9,23292.29,4.8,2.65,3.08,-0.43
19,26760.04,21.3,3.55,3.08,0.47
12,16154.71,25.7,3.26,3.08,0.18
15,19714.98,27.5,3.02,3.08,-0.06
9,23441.24,5.8,3.08,3.08,0.0
9,21891.45,6.6,3.19,3.08,0.11
20,30189.58,16.1,2.62,3.08,-0.46
22,23086.73,28.0,2.78,3.09,-0.31
23,27586.53,21.3,3.48,3.09,0.39
23,30749.74,19.0,3.49,3.09,0.4
23,30423.7,18.4,2.79,3.09,-0.3
11,25310.11,6.9,2.86,3.09,-0.23
11,26084.79,4.7,2.84,3.09,-0.25
15,26413.11,8.4,2.71,3.09,-0.38
22,21234.54,28.4,2.94,3.09,-0.15
23,28086.34,21.5,3.52,3.09,0.43
6,20865.09,16.9,3.19,3.09,0.1
9,24121.57,19.8,2.94,3.09,-0.15
6,18110.86,18.1,3.13,3.09,0.04
5,17808.37,5.0,3.16,3.09,0.07
17,27135.92,12.8,3.56,3.09,0.47
11,25890.44,5.9,2.67,3.09,-0.42
18,27345.76,15.3,2.52,3.09,-0.57
20,29169.68,17.8,2.88,3.1,-0.22
8,21583.39,12.7,2.23,3.1,-0.87
12,25150.99,18.4,2.86,3.1,-0.24
23,32457.3,19.9,2.58,3.1,-0.52
5,17945.48,14.3,2.7,3.1,-0.4
16,27844.15,13.0,3.52,3.1,0.42
20,31165.67,16.6,2.67,3.1,-0.43
5,19623.25,22.7,2.91,3.1,-0.19
5,17333.44,14.2,3.04,3.1,-0.06
9,17304.18,25.4,2.58,3.1,-0.52
8,23347.03,12.5,2.81,3.1,-0.29
6,17165.21,17.3,2.26,3.1,-0.84
10,23910.04,23.1,3.2,3.1,0.1
16,27441.62,12.9,2.52,3.1,-0.58
21,30510.01,13.7,2.51,3.1,-0.59
20,29531.58,17.3,3.05,3.11,-0.06
18,27201.35,19.6,2.61,3.11,-0.5
18,28072.27,16.8,3.15,3.11,0.04
23,33220.18,17.2,3.26,3.11,0.15
9,24116.26,12.4,3.27,3.11,0.16
24,34143.77,23.4,3.03,3.11,-0.08
22,31466.7,15.5,3.24,3.11,0.13
21,26851.85,21.6,3.12,3.11,0.01
21,28102.99,21.3,2.45,3.11,-0.66
24,33352.3,25.3,3.24,3.11,0.13
9,21623.11,12.4,3.3,3.11,0.19
12,26417.11,6.6,3.26,3.11,0.15
23,31581.66,4.9,3.0,3.11,-0.11
17,25902.42,10.2,2.99,3.11,-0.12
22,18926.03,34.5,3.09,3.12,-0.03
20,26800.17,22.3,3.03,3.12,-0.09
14,24271.94,18.5,2.93,3.12,-0.19
13,22191.84,21.0,3.09,3.12,-0.03
19,31750.34,16.1,2.94,3.12,-0.18
21,23213.63,27.1,3.44,3.12,0.32
13,26632.56,5.9,3.02,3.12,-0.1
14,25581.16,9.1,2.58,3.12,-0.54
13,27281.66,5.2,2.67,3.12,-0.45
13,27437.83,6.0,3.08,3.12,-0.04
18,22025.1,27.8,2.6,3.12,-0.52
6,16754.97,18.8,3.43,3.12,0.31
13,21466.55,21.1,3.45,3.12,0.33
13,22553.43,20.5,3.04,3.12,-0.08
16,27535.41,13.7,3.78,3.12,0.66
8,23061.56,13.3,2.89,3.12,-0.23
13,28330.22,6.9,2.74,3.12,-0.38
21,27187.1,23.8,2.96,3.12,-0.16
11,21995.54,21.1,3.25,3.12,0.13
5,16671.94,17.2,3.27,3.12,0.15
13,27447.9,5.2,2.76,3.12,-0.36
14,25200.0,8.8,3.01,3.12,-0.11
5,18512.96,8.9,3.24,3.12,0.12
16,26985.55,13.8,2.91,3.12,-0.21
21,28532.15,23.5,3.23,3.12,0.11
14,26119.4,14.1,2.84,3.13,-0.29
18,27240.97,21.2,2.83,3.13,-0.3
17,27841.02,16.3,2.78,3.13,-0.35
19,29827.21,18.9,3.37,3.13,0.24
21,29113.81,19.0,3.37,3.13,0.24
16,26476.15,14.5,2.72,3.13,-0.41
9,22155.62,14.5,3.38,3.13,0.25
21,33223.65,16.1,2.64,3.13,-0.49
23,32096.12,25.6,2.1,3.13,-1.03
21,32117.47,15.5,3.3,3.13,0.17
9,22637.9,13.7,3.51,3.13,0.38
14,26041.71,14.5,2.97,3.13,-0.16
14,25200.0,16.3,3.59,3.13,0.46
19,29149.05,18.9,2.58,3.13,-0.55
8,22134.65,11.7,2.72,3.13,-0.41
24,28284.66,29.9,3.41,3.13,0.28
8,21600.0,11.8,3.1,3.13,-0.03
9,21606.13,11.4,2.93,3.13,-0.2
14,25279.99,16.0,2.86,3.13,-0.27
20,30173.69,19.2,2.87,3.14,-0.27
17,27557.8,10.7,3.26,3.14,0.12
23,34181.89,16.6,3.2,3.14,0.06
20,30272.01,19.2,2.88,3.14,-0.26
17,27568.37,10.7,3.25,3.14,0.11
20,32400.0,17.1,3.24,3.14,0.1
19,31020.55,14.3,3.51,3.14,0.37
23,29305.66,26.0,3.19,3.14,0.05
9,23163.78,7.6,3.16,3.14,0.02
8,23071.27,11.4,3.34,3.14,0.2
11,25522.15,19.3,3.02,3.14,-0.12
12,24795.61,20.4,2.83,3.14,-0.31
22,29208.29,23.4,3.12,3.14,-0.02
20,31064.53,19.0,2.37,3.14,-0.77
17,26668.03,17.0,3.01,3.14,-0.13
23,26564.5,24.6,2.57,3.14,-0.57
23,29066.64,23.7,3.33,3.14,0.19
23,28736.64,24.0,3.02,3.14,-0.12
8,23992.81,11.2,3.09,3.14,-0.05
17,26650.71,17.0,2.98,3.14,-0.16
11,26073.49,18.5,3.24,3.14,0.1
18,23739.65,24.2,3.37,3.14,0.23
5,18561.38,10.7,3.31,3.14,0.17
8,23339.34,9.5,3.12,3.14,-0.02
17,27130.39,16.8,2.89,3.14,-0.25
11,24338.14,18.8,3.25,3.14,0.11
19,29749.29,17.9,3.26,3.14,0.12
13,24282.12,19.0,2.82,3.14,-0.32
8,22273.61,8.4,3.1,3.14,-0.04
9,21600.0,9.7,3.14,3.14,0.0
9,23357.64,7.2,3.17,3.14,0.03
13,24624.82,7.9,2.72,3.14,-0.42
15,25155.53,10.6,3.51,3.14,0.37
21,31834.62,17.2,2.83,3.14,-0.31
20,32827.57,14.1,2.91,3.14,-0.23
13,25200.0,7.3,3.11,3.14,-0.03
16,26620.41,7.9,3.26,3.14,0.12
21,32209.06,17.0,2.91,3.14,-0.23
20,30495.65,19.6,3.47,3.14,0.33
9,22113.96,14.8,2.92,3.15,-0.23
20,30875.98,17.5,3.77,3.15,0.62
11,24638.52,8.1,3.14,3.15,-0.01
10,26054.37,18.6,2.62,3.15,-0.53
11,25307.91,8.2,3.17,3.15,0.02
10,24757.51,4.6,2.73,3.15,-0.42
10,24845.44,6.8,2.95,3.15,-0.2
17,23800.04,24.9,2.99,3.15,-0.16
17,23911.73,24.9,2.95,3.15,-0.2
10,26189.2,6.6,3.34,3.15,0.19
19,32507.92,15.2,2.97,3.15,-0.18
17,23598.68,24.5,3.18,3.15,0.03
15,25084.27,11.1,3.46,3.15,0.31
15,28063.1,13.6,2.93,3.15,-0.22
16,27143.54,14.6,2.67,3.15,-0.48
8,23314.52,7.6,3.11,3.15,-0.04
21,31991.05,19.1,3.21,3.15,0.06
19,32779.27,18.9,2.96,3.16,-0.2
21,31272.99,18.9,3.4,3.16,0.24
16,23045.79,25.3,3.13,3.16,-0.03
21,32316.97,17.6,3.07,3.16,-0.09
21,33268.52,17.1,3.26,3.16,0.1
24,35624.44,18.7,2.39,3.16,-0.77
20,28635.01,21.7,3.04,3.16,-0.12
13,22644.35,23.7,4.01,3.16,0.85
20,28691.34,21.7,3.01,3.16,-0.15
13,25200.0,16.9,3.49,3.16,0.33
8,16371.65,22.0,3.93,3.16,0.77
9,22785.8,16.3,3.43,3.16,0.27
19,30320.58,18.6,2.81,3.16,-0.35
24,36331.73,14.8,3.2,3.16,0.04
20,33123.28,17.6,3.21,3.17,0.04
24,36807.73,18.5,3.72,3.17,0.55
21,33140.82,18.4,2.98,3.17,-0.19
20,33992.3,18.4,2.87,3.17,-0.3
24,36595.72,16.8,2.94,3.17,-0.23
20,33188.79,17.6,3.21,3.17,0.04
11,27415.82,6.1,3.3,3.17,0.13
12,24650.03,15.5,2.79,3.17,-0.38
11,24656.92,9.1,2.7,3.17,-0.47
7,24194.84,5.4,3.1,3.17,-0.07
11,27695.56,5.2,3.02,3.17,-0.15
21,29736.68,21.6,3.05,3.17,-0.12
17,27995.13,22.7,3.24,3.17,0.07
20,28968.62,23.9,3.28,3.17,0.11
11,26784.3,6.8,3.15,3.17,-0.02
16,27557.63,9.2,3.12,3.17,-0.05
21,34801.5,15.9,2.91,3.17,-0.26
16,27198.45,9.0,3.13,3.17,-0.04
15,28404.6,12.7,3.21,3.17,0.04
16,28354.52,17.7,2.69,3.17,-0.48
22,33113.86,16.8,3.25,3.17,0.08
9,23998.64,18.3,3.26,3.17,0.09
19,28927.14,20.6,3.34,3.18,0.16
16,28800.0,14.2,3.08,3.18,-0.1
13,24354.13,16.5,3.5,3.18,0.32
19,31986.11,19.9,2.86,3.18,-0.32
22,32669.25,19.5,3.11,3.18,-0.07
19,28988.56,20.6,3.36,3.18,0.18
24,35288.93,19.7,2.94,3.18,-0.24
16,26489.64,11.5,3.11,3.18,-0.07
22,31661.85,19.5,2.94,3.18,-0.24
15,27374.2,16.5,3.02,3.18,-0.16
16,29473.79,14.2,2.59,3.18,-0.59
10,25104.7,17.7,2.45,3.18,-0.73
17,29358.62,13.9,2.5,3.18,-0.68
16,28355.38,18.7,3.36,3.18,0.18
3,7773.93,17.6,2.18,3.18,-1.0
1,2601.61,18.0,3.15,3.18,-0.03
4,20310.62,12.0,3.18,3.18,0.0
11,24417.18,21.5,2.49,3.18,-0.69
12,26684.44,6.5,3.55,3.18,0.37
16,26875.47,18.6,2.89,3.18,-0.29
15,26525.93,16.4,3.23,3.18,0.05
22,31358.84,17.7,2.55,3.18,-0.63
13,25200.0,9.3,3.29,3.18,0.11
21,34928.61,14.3,3.31,3.18,0.13
10,24806.19,17.4,2.86,3.18,-0.32
19,33849.21,19.5,3.1,3.19,-0.09
19,33183.36,18.3,2.92,3.19,-0.27
10,26019.08,15.3,2.48,3.19,-0.71
19,33895.53,19.5,3.09,3.19,-0.1
19,33203.27,18.3,2.93,3.19,-0.26
16,25536.15,22.0,4.07,3.19,0.88
10,25200.0,7.8,3.35,3.19,0.16
14,28104.44,7.5,3.7,3.19,0.51
5,21266.86,19.3,1.93,3.19,-1.26
10,26052.63,15.3,3.18,3.19,-0.01
9,23735.09,17.7,4.01,3.19,0.82
15,27794.76,14.6,3.62,3.19,0.43
16,25200.0,21.3,3.47,3.19,0.28
17,28711.84,14.4,3.54,3.19,0.35
12,25363.18,8.8,3.28,3.19,0.09
15,28109.05,16.8,3.92,3.19,0.73
10,24601.66,8.0,3.12,3.19,-0.07
15,27051.64,17.7,3.32,3.19,0.13
19,34314.11,14.0,2.69,3.2,-0.51
21,35126.51,16.8,3.02,3.2,-0.18
19,34064.11,14.3,3.53,3.2,0.33
14,26438.71,12.8,2.95,3.2,-0.25
14,25082.07,10.9,3.33,3.2,0.13
17,28672.87,13.5,3.18,3.2,-0.02
19,34323.26,14.0,2.65,3.2,-0.55
21,35136.77,16.8,3.04,3.2,-0.16
23,30581.19,22.3,3.83,3.2,0.63
23,30808.23,22.4,3.4,3.2,0.2
23,30985.5,22.5,2.99,3.2,-0.21
9,24706.5,4.8,2.8,3.2,-0.4
9,26375.54,4.7,3.01,3.2,-0.19
12,25919.95,14.4,2.46,3.2,-0.74
11,25528.62,14.3,3.02,3.2,-0.18
18,16912.12,28.9,3.21,3.2,0.01
11,25488.98,14.3,3.0,3.2,-0.2
23,27397.63,29.8,2.99,3.2,-0.21
14,25229.58,10.6,3.47,3.2,0.27
12,25200.0,14.3,3.59,3.2,0.39
12,25779.41,14.5,2.87,3.2,-0.33
14,25503.46,12.9,3.76,3.2,0.56
9,26442.77,5.8,3.52,3.2,0.32
19,33826.52,13.7,3.4,3.2,0.2
14,24650.33,10.5,2.73,3.2,-0.47
14,25031.06,12.9,2.89,3.2,-0.31
20,34243.74,20.1,3.05,3.21,-0.16
20,35008.96,17.7,3.25,3.21,0.04
18,31468.74,13.9,3.01,3.21,-0.2
24,36487.7,12.6,3.64,3.21,0.43
20,34264.75,20.1,3.05,3.21,-0.16
20,35061.2,17.7,3.28,3.21,0.07
13,25589.26,14.6,3.56,3.21,0.35
16,28616.92,20.6,2.69,3.21,-0.52
15,30199.8,13.9,3.03,3.21,-0.18
20,31283.36,20.9,3.41,3.21,0.2
10,26292.51,21.3,2.68,3.21,-0.53
17,25753.16,24.5,3.48,3.21,0.27
7,21600.0,9.2,2.79,3.21,-0.42
7,23840.15,17.2,2.88,3.21,-0.33
18,26860.47,24.1,3.23,3.21,0.02
10,24496.91,20.9,3.23,3.21,0.02
15,14163.58,32.9,3.42,3.21,0.21
6,21680.55,6.9,3.18,3.21,-0.03
21,34884.96,20.0,2.79,3.21,-0.42
19,35123.91,16.9,3.4,3.22,0.18
20,32639.54,26.1,3.76,3.22,0.54
22,30803.74,24.0,3.02,3.22,-0.2
16,30364.6,14.3,2.49,3.22,-0.73
2,16062.12,15.8,2.68,3.22,-0.54
19,32070.96,21.4,2.91,3.22,-0.31
9,25120.49,18.4,2.75,3.22,-0.47
9,27384.8,5.4,2.79,3.22,-0.43
16,29377.88,13.5,2.77,3.22,-0.45
7,25860.28,6.1,2.92,3.22,-0.3
23,33327.12,23.4,2.88,3.22,-0.34
20,31715.15,25.9,2.92,3.22,-0.3
23,33372.08,23.4,2.85,3.22,-0.37
20,31700.08,25.9,2.86,3.22,-0.36
14,25601.61,11.5,3.56,3.22,0.34
2,16227.77,15.8,3.23,3.22,0.01
16,29529.59,15.1,3.42,3.22,0.2
19,35221.82,19.7,3.16,3.22,-0.06
11,25334.17,13.8,2.82,3.22,-0.4
13,22507.18,25.6,3.17,3.22,-0.05
5,21388.89,20.4,3.04,3.22,-0.18
22,34381.21,13.7,3.16,3.22,-0.06
19,34605.25,19.7,2.99,3.22,-0.23
16,29462.36,21.0,2.93,3.23,-0.3
15,29167.28,15.1,2.91,3.23,-0.32
16,29837.69,16.1,3.59,3.23,0.36
14,26830.02,13.5,3.4,3.23,0.17
14,27200.96,13.0,2.91,3.23,-0.32
15,27270.05,26.4,2.55,3.23,-0.68
14,25732.51,9.7,3.01,3.23,-0.22
10,28021.62,6.6,3.51,3.23,0.28
